作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
000900,野性のセロリ,やせいのセロリ,やせいのせろり,,,,,NDC 911,新字新仮名,あり,1998-02-26,2014-09-17,https://www.aozora.gr.jp/cards/000330/card900.html,000330,青木,栄瞳,あおき,えいめ,あおき,えいめ,Aoki,Eime,著者,,,あり,生原稿,,,,,,,,,,,,,,,,長尾高弘,,,,,,,http://www.longtail.co.jp/eime/,1998-02-26,ShiftJIS,JIS X 0208,0
000739,シャドウ・ワーク,シャドウ・ワーク,しやとうわあく,,,,,NDC 913,新字新仮名,あり,2000-02-22,2014-09-17,https://www.aozora.gr.jp/cards/000139/card739.html,000139,朝倉,克彦,あさくら,かつひこ,あさくら,かつひこ,Asakura,Katsuhiko,著者,,,あり,,,,,,,,,,,,,,,,,朝倉克彦,,,,,,,http://www.eurus.dti.ne.jp/~pathos/sub11.html,2000-02-22,ShiftJIS,JIS X 0208,0
002247,マッチ売りの少女,マッチうりのしょうじょ,まつちうりのしようしよ,,,The Little Match Girl,,NDC K949,新字新仮名,あり,2000-11-02,2014-09-17,https://www.aozora.gr.jp/cards/000019/card2247.html,000019,アンデルセン,ハンス・クリスチャン,アンデルセン,ハンス・クリスチャン,あんてるせん,はんすくりすちやん,Andersen,Hans Christian,著者,1805-04-02,1875-08-04,なし,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/match.html,2000-11-02,ShiftJIS,JIS X 0208,0
055606,心を養う,こころをやしなう,こころをやしなう,,,,,NDC 934,新字新仮名,あり,2012-09-29,2015-09-21,https://www.aozora.gr.jp/cards/001393/card55606.html,001734,石波,杏,いしなみ,きょう,いしなみ,きよう,Ishinami,Kyo,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,石波杏,,http://www13.plala.or.jp/nami/feeding.zip,2012-09-29,ShiftJIS,JIS X 0208,1,http://www13.plala.or.jp/nami/feeding.html,2012-09-29,ShiftJIS,JIS X 0208,1
001015,先生まるちょうだい,せんせいまるちょうだい,せんせいまるちようたい,,,,,NDC 376 916,新字新仮名,あり,1998-10-23,2014-09-17,https://www.aozora.gr.jp/cards/000200/card1015.html,000200,岩本,良子,いわもと,りょうこ,いわもと,りようこ,Iwamoto,Ryoko,著者,,,あり,,,,,,,,,,,,,,,,,岩本良子,,,,,,,http://www005.upp.so-net.ne.jp/sensei-maru/sensei.html,2004-08-30,ShiftJIS,JIS X 0208,2
061551,官僚は減るべし、役人は増えるべし,かんりょうはへるべし、やくにんはふえるべし,かんりようはへるへしやくにんはふえるへし,,,官吏は減るべく役人は増すべきの説,「世益雑誌　三号」1880（明治13）年10月24日,NDC 317,新字新仮名,あり,2022-07-15,2022-06-25,https://www.aozora.gr.jp/cards/002225/card61551.html,002225,植木,枝盛,うえき,えもり,うえき,えもり,Ueki,Emori,著者,1857-02-14,1892-01-23,なし,植木枝盛集〈第三巻〉,岩波書店,1990（平成2）年5月28日,1990（平成2）年5月28日第1刷,,,,,,,,,,,,,山本泰弘,,,,,,,http://minken.party/2019/03/09/yakunin/,2022-04-20,UTF-8,Unicode,0
061392,東洋大日本国国憲案（日本国国憲案）,とうようだいにほんこくこっけんあん（にほんこくこっけんあん）,とうようたいにほんこくこつけんあんにほんこくこつけんあん,,,東洋大日本国国憲案（日本国国憲案）,,NDC 323,新字新仮名,あり,2022-05-03,2022-04-26,https://www.aozora.gr.jp/cards/002225/card61392.html,002225,植木,枝盛,うえき,えもり,うえき,えもり,Ueki,Emori,著者,1857-02-14,1892-01-23,なし,植木枝盛集　第六巻,岩波書店,1991（平成3）年3月28日,1991（平成3）年3月28日第1刷,,,,,,,,,,,,,山本泰弘,,,,,,,http://minken.party/2017/04/27/remaster01/,2022-02-08,UTF-8,Unicode,0
061293,人をサル化する政府,ひとをサルかするせいふ,ひとをさるかするせいふ,,,猿人君主（猿人政府）,「郵便報知新聞」1876（明治9）年2月15日,NDC 312,新字新仮名,あり,2022-01-23,2021-12-26,https://www.aozora.gr.jp/cards/002225/card61293.html,002225,植木,枝盛,うえき,えもり,うえき,えもり,Ueki,Emori,著者,1857-02-14,1892-01-23,なし,植木枝盛集〈第三巻〉,岩波書店,1990（平成2）年5月28日,1990（平成2）年5月28日第1刷,,,,,,,,,,,,,山本泰弘,,,,,,,http://minken.party/2019/01/20/saru/,2021-12-01,UTF-8,Unicode,0
003308,雨のボレックス,あめのボレックス,あめのほれつくす,,,,,NDC 913,新字新仮名,あり,2001-05-22,2014-09-17,https://www.aozora.gr.jp/cards/000032/card3308.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/bolex/bolex.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/bolex/index.html,2003-03-30,ShiftJIS,JIS X 0208,0
004260,アメリカ人になりたい。,アメリカじんになりたい。,あめりかしんになりたい,続・神さんが降りてきた。,ぞく・かみさんがおりてきた。,,,NDC 913,新字新仮名,あり,2000-12-09,2014-09-17,https://www.aozora.gr.jp/cards/000032/card4260.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/amerikajin/amerikajin.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/amerikajin/amerikajin.html,2003-03-30,ShiftJIS,JIS X 0208,0
002604,逢瀬までの。,おうせまでの。,おうせまての,,,,,NDC 913,新字新仮名,あり,2001-01-12,2014-09-17,https://www.aozora.gr.jp/cards/000032/card2604.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/ousemadenno/ousemadeno.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/ousemadenno/ousemadeno.html,2003-03-30,ShiftJIS,JIS X 0208,0
002404,神楽坂奇譚,かぐらざかきたん,かくらさかきたん,,,,,NDC 913,新字新仮名,あり,2000-11-18,2014-09-17,https://www.aozora.gr.jp/cards/000032/card2404.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/kagurazaka/kagurazaka.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/kagurazaka/kagurazaka.html,2003-03-30,ShiftJIS,JIS X 0208,0
000434,神さんが降りてきた。,かみさんがおりてきた。,かみさんかおりてきた,,,,,NDC 913,新字新仮名,あり,1999-07-16,2014-09-17,https://www.aozora.gr.jp/cards/000032/card434.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/kamisan/kamisan.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/kamisan/kamisan.html,2003-03-30,ShiftJIS,JIS X 0208,0
000230,コーヒーメーカー,コーヒーメーカー,こおひいめえかあ,,,,,NDC 913,新字新仮名,あり,1998-05-09,2014-09-17,https://www.aozora.gr.jp/cards/000032/card230.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/coffee/coffee.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/coffee/coffeemaker.html,2003-03-30,ShiftJIS,JIS X 0208,0
018344,自動車の名前。,じどうしゃのなまえ。,しとうしやのなまえ,,,,,NDC 913,新字新仮名,あり,2003-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000032/card18344.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/jidousya/jidousya.zip,2003-03-31,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/jidousya/jidousya.html,2003-03-31,ShiftJIS,JIS X 0208,0
018345,主よ、人の望みの喜びよ,しゅよ、ひとののぞみのよろこびよ,しゆよひとののそみのよろこひよ,,,,,NDC 913,新字新仮名,あり,2003-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000032/card18345.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/syuyo/syuyo.zip,2003-03-31,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/syuyo/syuyo.html,2003-03-31,ShiftJIS,JIS X 0208,0
000742,新世界交響曲,しんせかいこうきょうきょく,しんせかいこうきようきよく,,,,,NDC 913,新字新仮名,あり,1998-05-09,2014-09-17,https://www.aozora.gr.jp/cards/000032/card742.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/newworld/newworld.zip,2003-03-30,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/newworld/newworld.html,2003-03-30,ShiftJIS,JIS X 0208,0
043709,高橋の話。,たかはしのはなし。,たかはしのはなし,,,,,NDC 913,新字新仮名,あり,2004-12-14,2014-09-18,https://www.aozora.gr.jp/cards/000032/card43709.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/takahashi/takahashi.zip,2004-11-21,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/takahashi/takahashi.html,2004-11-21,ShiftJIS,JIS X 0208,0
018343,マギーさんのオムレツ。,マギーさんのオムレツ。,まきいさんのおむれつ,神さんが降りてきた。其の三。,かみさんがおりてきた。そのさん。,,,NDC 913,新字新仮名,あり,2003-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000032/card18343.html,000032,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,著者,,,あり,,,,,,,,,,,,,,,,,植松眞人,,http://www.vesta.dti.ne.jp/~isana/aozora/omuretu/omuretu.zip,2003-03-31,ShiftJIS,JIS X 0208,0,http://www.vesta.dti.ne.jp/~isana/aozora/omuretu/omuretu.html,2003-03-31,ShiftJIS,JIS X 0208,0
000944,ザディッグ　又は　宿命,ザディッグ　または　しゅくめい,さていつくまたはしゆくめい,,,,,NDC 953,新字新仮名,あり,1998-08-06,2014-09-17,https://www.aozora.gr.jp/cards/000180/card944.html,000180,ヴォルテール,,ヴォルテール,,うおるてえる,,Voltaire,,著者,1694,1778,なし,,,,,,,,,,,,,,,,,能美武功,,http://www.01.246.ne.jp/~tnoumi/noumi1/etc.html,1998-08-06,ShiftJIS,JIS X 0208,0,http://www.01.246.ne.jp/~tnoumi/noumi1/etc.html,1998-08-06,ShiftJIS,JIS X 0208,0
052676,ハイデガー博士の実験,ハイデガーはかせのじっけん,はいてかあはかせのしつけん,,,DR.HEIDEGGER'S EXPERIMENT,,NDC 933,新字新仮名,あり,2011-03-07,2021-10-22,https://www.aozora.gr.jp/cards/000905/card52676.html,001329,ウォルトン,みちよ,ウォルトン,みちよ,うおるとん,みちよ,Walton,Michiyo,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,,,,,,http://literature.hanagasumi.net/DRHEIDEGGERSEXPERIMENTJP.html,2021-10-22,UTF-8,Unicode,1
048219,ヤング　グッドマン　ブラウン,ヤング　グッドマン　ブラウン,やんくくつとまんふらうん,,,YOUNG GOODMAN BROWN,「New England Magazine」1835年4月,NDC 933,新字新仮名,あり,2008-03-18,2021-10-22,https://www.aozora.gr.jp/cards/000905/card48219.html,001329,ウォルトン,みちよ,ウォルトン,みちよ,うおるとん,みちよ,Walton,Michiyo,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,,,,,,http://literature.hanagasumi.net/YoungGoodmanBrownJP.html,2021-10-22,UTF-8,Unicode,3
054924,あップルパイを,あップルパイを,あつふるはいを,,,A APPLE PIE,,NDC K726,新字新仮名,あり,2012-04-12,2022-04-21,https://www.aozora.gr.jp/cards/001686/card54924.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001686/files/54924_txt_47244.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/35337,2022-04-21,UTF-8,Unicode,1
055880,アリスの地底めぐり,アリスのちていめぐり,ありすのちていめくり,,,ALICE'S ADVENTURES UNDER GROUND,,NDC K933,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001393/card55880.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001393/files/55880_ruby_50041.zip,2015-06-19,ShiftJIS,JIS X 0208,3,https://puboo.jp/book/61968,2022-04-21,UTF-8,Unicode,1
054926,えほんのアリス,えほんのアリス,えほんのありす,,,"THE NURSERY ""ALICE""",,NDC K726,新字新仮名,あり,2012-04-17,2022-04-21,https://www.aozora.gr.jp/cards/001393/card54926.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001393/files/54926_txt_47247.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/34356,2022-04-21,UTF-8,Unicode,1
054921,おねずみおばさんのはなし,おねずみおばさんのはなし,おねすみおはさんのはなし,,,THE TALE OF MRS. TITTLEMOUSE,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54921.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54921_txt_47238.zip,2014-04-03,ShiftJIS,JIS X 0208,2,https://puboo.jp/book/34442,2022-04-21,UTF-8,Unicode,1
055346,おひさまのたまご,おひさまのたまご,おひさまのたまこ,,,,,NDC K726,新字新仮名,あり,2012-08-07,2014-09-16,https://www.aozora.gr.jp/cards/001728/card55346.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001728/files/55346_txt_53428.zip,2014-05-03,ShiftJIS,JIS X 0208,0,http://www.alz.jp/221b/aozora/solagget.html,2012-07-08,ShiftJIS,JIS X 0208,0
054928,サンタクロースがやってきた,サンタクロースがやってきた,さんたくろおすかやつてきた,,,ACCOUNT OF VISIT FROM ST. NICHOLAS,,NDC K726,新字新仮名,あり,2012-04-25,2022-04-21,https://www.aozora.gr.jp/cards/001688/card54928.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001688/files/54928_txt_53429.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/39346,2022-04-21,UTF-8,Unicode,1
055890,ジンジャー＆ピクルスのはなし,ジンジャーアンドピクルスのはなし,しんしやああんとひくるすのはなし,,,THE TALE OF GINGER AND PICKLES,,NDC K726,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001505/card55890.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/55890_txt_50051.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/61967,2022-04-21,UTF-8,Unicode,1
054916,チギウィンクルおばさんのはなし,チギウィンクルおばさんのはなし,ちきういんくるおはさんのはなし,,,THE TALE OF MRS. TIGGY-WINKLE,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54916.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54916_txt_47230.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32823,2022-04-21,UTF-8,Unicode,1
054922,つまさきチミーのはなし,つまさきチミーのはなし,つまさきちみいのはなし,,,THE TALE OF TIMMY TIPTOES,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54922.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54922_txt_47240.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32094,2022-04-21,UTF-8,Unicode,1
054917,つりびとジェレミーさんのはなし,つりびとジェレミーさんのはなし,つりひとしえれみいさんのはなし,,,THE TALE OF MR. JEREMY FISHER,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54917.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54917_txt_47251.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/33397,2022-04-21,UTF-8,Unicode,1
054919,ねこぬこタムのはなし,ねこぬこタムのはなし,ねこぬこたむのはなし,,,THE TALE OF TOM KITTEN,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54919.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54919_txt_47234.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/33401,2022-04-21,UTF-8,Unicode,1
055345,ねっこうまれのこびとたち,ねっこうまれのこびとたち,ねつこうまれのこひとたち,,,,,NDC K726,新字新仮名,あり,2012-08-07,2022-04-21,https://www.aozora.gr.jp/cards/001727/card55345.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001727/files/55345_txt_53433.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/52950,2022-04-21,UTF-8,Unicode,1
055884,ハートのクイン,ハートのクイン,はあとのくいん,,,,THE QUEEN OF HEARTS,NDC K726,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001756/card55884.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001756/files/55884_txt_50047.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/53958,2022-04-21,UTF-8,Unicode,1
055889,パイとやきがたのはなし,パイとやきがたのはなし,はいとやきかたのはなし,,,THE TALE OF THE PIE AND THE PATTY-PAN,,NDC K726,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001505/card55889.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/55889_txt_50049.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/61966,2022-04-21,UTF-8,Unicode,1
054927,ババールとサンタのおじさん,ババールとサンタのおじさん,ははあるとさんたのおしさん,,,BABAR ET LE PERE NOEL,,NDC K726,新字新仮名,あり,2012-04-21,2022-04-21,https://www.aozora.gr.jp/cards/001687/card54927.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001687/files/54927_txt_53431.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/41023,2022-04-21,UTF-8,Unicode,1
054923,まちねずジョニーのはなし,まちねずジョニーのはなし,まちねすしよにいのはなし,,,THE TALE OF JOHNNY TOWN-MOUSE,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54923.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54923_txt_47242.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32112,2022-04-21,UTF-8,Unicode,1
054925,マリゴールド・ガーデン,マリゴールド・ガーデン,まりこおるとかあてん,,,MARIGOLD GARDEN,,NDC K726,新字新仮名,あり,2012-04-12,2022-04-21,https://www.aozora.gr.jp/cards/001686/card54925.html,000010,大久保,ゆう,おおくぼ,ゆう,おおくほ,ゆう,Okubo,Yu,翻訳者,1982,,あり,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001686/files/54925_txt_53435.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/36612,2022-04-21,UTF-8,Unicode,1
