作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
048195,月の子たち,つきのこたち,つきのこたち,,,CHILDREN OF THE MOON,,NDC K933,新字新仮名,あり,2008-03-16,2014-09-21,https://www.aozora.gr.jp/cards/001279/card48195.html,001280,hiro,,ひろ,,ひろ,,hiro,,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,http://www.hm10.aitai.ne.jp/~reisiki/middleton/moon_child.zip,2010-11-10,ShiftJIS,JIS X 0208,1,http://www.hm10.aitai.ne.jp/~reisiki/middleton/moon_child.html,2010-11-10,ShiftJIS,JIS X 0208,1
047033,ブライトン街道にて,ブライトンかいどうにて,ふらいとんかいとうにて,,,,,NDC 933,新字新仮名,あり,2007-04-14,2014-09-21,https://www.aozora.gr.jp/cards/001279/card47033.html,001280,hiro,,ひろ,,ひろ,,hiro,,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,http://www.hm10.aitai.ne.jp/~reisiki/middleton/brighton_road.zip,2010-11-10,ShiftJIS,JIS X 0208,1,http://www.hm10.aitai.ne.jp/~reisiki/middleton/brighton_road.html,2010-11-10,ShiftJIS,JIS X 0208,1
004831,グレイト・ギャツビー,グレイト・ギャツビー,くれいときやつひい,,,THE GREAT GATSBY,,NDC 933,新字新仮名,あり,2002-10-15,2014-09-17,https://www.aozora.gr.jp/cards/001036/card4831.html,001036,フィッツジェラルド,フランシス・スコット,フィッツジェラルド,フランシス・スコット,ふいつつしえらると,ふらんしすすこつと,Fitzgerald,Francis Scott,著者,1896-9-24,1940-12-21,なし,,,,,,,,,,,,,,,,,,,"http://www1.bbiq.jp/kareha/trans/txt/great_gatsby,_the.zip",2012-07-27,ShiftJIS,JIS X 0208,1,"http://www1.bbiq.jp/kareha/trans/html/great_gatsby,_the.html",2012-07-27,ShiftJIS,JIS X 0208,1
000643,日本の詩はどこにあるか・続,にほんのしはどこにあるか・ぞく,にほんのしはとこにあるかそく,,,,,NDC 911,新字新仮名,あり,1997-11-25,2014-09-17,https://www.aozora.gr.jp/cards/000110/card643.html,000110,藤井,貞和,ふじい,さだかず,ふしい,さたかす,Fujii,Sadakazu,著者,1942,,あり,ピューリファイ、ピューリファイ！,書肆山田,1990（平成2）年7月30日,,,,,,,,,,,,,,八巻美恵,,http://attic.neophilia.co.jp/aozora/zipfiles/nihonnosi.zip,1997-11-25,ShiftJIS,JIS X 0208,0,http://attic.neophilia.co.jp/aozora/htmlban/nihonnosi.html,1997-11-25,ShiftJIS,JIS X 0208,0
000554,民族詩学,みんぞくしがく,みんそくしかく,,,,,NDC 910,新字新仮名,あり,1997-09-05,2014-09-17,https://www.aozora.gr.jp/cards/000110/card554.html,000110,藤井,貞和,ふじい,さだかず,ふしい,さたかす,Fujii,Sadakazu,著者,1942,,あり,,,,,,,,,,,,,,,,,八巻美恵,,http://attic.neophilia.co.jp/aozora/zipfiles/minnshi.zip,1999-05-24,ShiftJIS,JIS X 0208,1,,,,,
002889,アズ,アズ,あす,,,,,NDC 913,新字新仮名,あり,2001-03-07,2014-09-17,https://www.aozora.gr.jp/cards/000007/card2889.html,000007,藤下,真潮,ふじした,ましお,ふしした,ましお,Fujishita,Mashio,著者,1961,,あり,,,,,,,,,,,,,,,,,藤下真潮,,,,,,,http://www.asahi-net.or.jp/~xn2m-fjst/az_about.html,2002-01-08,ShiftJIS,JIS X 0208,1
000356,イブ,イブ,いふ,覚醒儀式,かくせいぎしき,,,NDC 913,新字新仮名,あり,1998-10-12,2014-09-17,https://www.aozora.gr.jp/cards/000007/card356.html,000007,藤下,真潮,ふじした,ましお,ふしした,ましお,Fujishita,Mashio,著者,1961,,あり,,,,,,,,,,,,,,,,,藤下真潮,,,,,,,http://www.asahi-net.or.jp/~xn2m-fjst/eve.htm,2002-01-08,ShiftJIS,JIS X 0208,1
000399,インターミッション,インターミッション,いんたあみつしよん,,,,,NDC 913,新字新仮名,あり,1998-12-13,2014-09-17,https://www.aozora.gr.jp/cards/000007/card399.html,000007,藤下,真潮,ふじした,ましお,ふしした,ましお,Fujishita,Mashio,著者,1961,,あり,,,,,,,,,,,,,,,,,藤下真潮,,,,,,,http://www.asahi-net.or.jp/~xn2m-fjst/intermission.htm,2002-01-08,ShiftJIS,JIS X 0208,1
000006,エア,エア,えあ,黄泉戸喫,よもつへぐい,,,NDC 913,新字新仮名,あり,1999-05-08,2014-09-17,https://www.aozora.gr.jp/cards/000007/card6.html,000007,藤下,真潮,ふじした,ましお,ふしした,ましお,Fujishita,Mashio,著者,1961,,あり,,,,,,,,,,,,,,,,,藤下真潮,,,,,,,http://www.asahi-net.or.jp/~xn2m-fjst/air.html,2002-01-08,ShiftJIS,JIS X 0208,1
000671,オリエントの舌,オリエントのした,おりえんとのした,,,,,NDC 596,新字新仮名,あり,1997-09-16,2014-09-17,https://www.aozora.gr.jp/cards/000127/card671.html,000127,藤本,和子,ふじもと,かずこ,ふしもと,かすこ,Fujimoto,Kazuko,著者,1939,,あり,砂漠の教室――イスラエル通信,河出書房新社,1978（昭和53）年11月25日,,,,,,,,,,,,,,八巻美恵,,http://attic.neophilia.co.jp/aozora/zipfiles/orient.zip,1998-10-22,ShiftJIS,JIS X 0208,1,http://attic.neophilia.co.jp/aozora/htmlban/orient.html,1998-10-22,ShiftJIS,JIS X 0208,1
003059,泥と雪,どろとゆき,とろとゆき,,,,,NDC 913,新字新仮名,あり,2001-04-14,2014-09-17,https://www.aozora.gr.jp/cards/000109/card3059.html,000109,冬,佳彰,ふゆ,よしあき,ふゆ,よしあき,Fuyu,Yoshiaki,著者,,,あり,,,,,,,,,,,,,,,,,冬佳彰,,https://googledrive.com/host/0ByCi2g5nmIdHc1REWjVuM2M3RUk/dorotoyuki.txt,2013-02-09,ShiftJIS,JIS X 0208,2,https://googledrive.com/host/0ByCi2g5nmIdHc1REWjVuM2M3RUk/dorotoyuki.html,2013-02-09,ShiftJIS,JIS X 0208,2
000553,水底の星々,みなそこのほしぼし,みなそこのほしほし,,,,,NDC 913,新字新仮名,あり,2000-05-01,2014-09-17,https://www.aozora.gr.jp/cards/000109/card553.html,000109,冬,佳彰,ふゆ,よしあき,ふゆ,よしあき,Fuyu,Yoshiaki,著者,,,あり,,,,,,,,,,,,,,,,,冬佳彰,,,,,,,https://googledrive.com/host/0ByCi2g5nmIdHc1REWjVuM2M3RUk/minasoko.html,2013-02-09,ShiftJIS,JIS X 0208,0
004333,クリトン,クリトン,くりとん,,,CRITO,,NDC 131,新字新仮名,あり,2000-12-20,2022-02-10,https://www.aozora.gr.jp/cards/000915/card4333.html,000915,プラトン,,プラトン,,ふらとん,,Plato,,著者,前427,前347,なし,,,,,,,,,,,,,,,,,sogo,,http://www.e-freetext.net/critoj.txt,2002-08-28,ShiftJIS,JIS X 0208,1,http://e-freetext.net/crito/,2022-02-10,UTF-8,Unicode,2
054927,ババールとサンタのおじさん,ババールとサンタのおじさん,ははあるとさんたのおしさん,,,BABAR ET LE PERE NOEL,,NDC K726,新字新仮名,あり,2012-04-21,2022-04-21,https://www.aozora.gr.jp/cards/001687/card54927.html,001687,ブリュノフ,ジャン・ド,ブリュノフ,ジャン・ド,ふりゆのふ,しやんと,Brunhoff,Jean de,著者,1899-12-09,1937-10-16,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001687/files/54927_txt_53431.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/41023,2022-04-21,UTF-8,Unicode,1
000826,天国と地獄の結婚,てんごくとじごくのけっこん,てんこくとしこくのけつこん,,,The Marriage of Heaven and Hell,,NDC 931,新字新仮名,あり,1998-02-04,2014-09-17,https://www.aozora.gr.jp/cards/000115/card826.html,000115,ブレイク,ウィリアム,ブレイク,ウィリアム,ふれいく,ういりあむ,Blake,William,著者,1757-11-28,1827-8-12,なし,オンラインオリジナル,,,,,"The Complete Poetry & Prose of William Blake<BR>Ed. David V. Erdman, 1988",,,,,,,,,,,長尾高弘,,,,,,,http://www.longtail.co.jp/mhh/,1998-02-04,ShiftJIS,JIS X 0208,0
000609,無垢と経験のうた,むくとけいけんのうた,むくとけいけんのうた,,,,,NDC 931,新字新仮名,あり,1998-02-04,2014-09-17,https://www.aozora.gr.jp/cards/000115/card609.html,000115,ブレイク,ウィリアム,ブレイク,ウィリアム,ふれいく,ういりあむ,Blake,William,著者,1757-11-28,1827-8-12,なし,オンラインオリジナル,,,,,"The Complete Poetry & Prose of William Blake <BR>Ed. David V. Erdman, 1988",,,,,,,,,,,長尾高弘,,,,,,,http://www.longtail.co.jp/sise/,1998-02-04,ShiftJIS,JIS X 0208,0
055346,おひさまのたまご,おひさまのたまご,おひさまのたまこ,,,,,NDC K726,新字新仮名,あり,2012-08-07,2014-09-16,https://www.aozora.gr.jp/cards/001728/card55346.html,001728,ベスコフ,エルサ,ベスコフ,エルサ,へすこふ,えるさ,Beskow,Elsa,著者,1874-02-11,1953-06-30,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001728/files/55346_txt_53428.zip,2014-05-03,ShiftJIS,JIS X 0208,0,http://www.alz.jp/221b/aozora/solagget.html,2012-07-08,ShiftJIS,JIS X 0208,0
052676,ハイデガー博士の実験,ハイデガーはかせのじっけん,はいてかあはかせのしつけん,,,DR.HEIDEGGER'S EXPERIMENT,,NDC 933,新字新仮名,あり,2011-03-07,2021-10-22,https://www.aozora.gr.jp/cards/000905/card52676.html,000905,ホーソーン,ナサニエル,ホーソーン,ナサニエル,ほおそおん,なさにえる,Hawthorne,Nathaniel,著者,1804-07-04,1864-05-19,なし,,,,,,,,,,,,,,,,,,,,,,,,http://literature.hanagasumi.net/DRHEIDEGGERSEXPERIMENTJP.html,2021-10-22,UTF-8,Unicode,1
048219,ヤング　グッドマン　ブラウン,ヤング　グッドマン　ブラウン,やんくくつとまんふらうん,,,YOUNG GOODMAN BROWN,「New England Magazine」1835年4月,NDC 933,新字新仮名,あり,2008-03-18,2021-10-22,https://www.aozora.gr.jp/cards/000905/card48219.html,000905,ホーソーン,ナサニエル,ホーソーン,ナサニエル,ほおそおん,なさにえる,Hawthorne,Nathaniel,著者,1804-07-04,1864-05-19,なし,,,,,,,,,,,,,,,,,,,,,,,,http://literature.hanagasumi.net/YoungGoodmanBrownJP.html,2021-10-22,UTF-8,Unicode,3
054921,おねずみおばさんのはなし,おねずみおばさんのはなし,おねすみおはさんのはなし,,,THE TALE OF MRS. TITTLEMOUSE,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54921.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54921_txt_47238.zip,2014-04-03,ShiftJIS,JIS X 0208,2,https://puboo.jp/book/34442,2022-04-21,UTF-8,Unicode,1
055890,ジンジャー＆ピクルスのはなし,ジンジャーアンドピクルスのはなし,しんしやああんとひくるすのはなし,,,THE TALE OF GINGER AND PICKLES,,NDC K726,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001505/card55890.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/55890_txt_50051.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/61967,2022-04-21,UTF-8,Unicode,1
054916,チギウィンクルおばさんのはなし,チギウィンクルおばさんのはなし,ちきういんくるおはさんのはなし,,,THE TALE OF MRS. TIGGY-WINKLE,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54916.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54916_txt_47230.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32823,2022-04-21,UTF-8,Unicode,1
054922,つまさきチミーのはなし,つまさきチミーのはなし,つまさきちみいのはなし,,,THE TALE OF TIMMY TIPTOES,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54922.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54922_txt_47240.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32094,2022-04-21,UTF-8,Unicode,1
054917,つりびとジェレミーさんのはなし,つりびとジェレミーさんのはなし,つりひとしえれみいさんのはなし,,,THE TALE OF MR. JEREMY FISHER,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54917.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54917_txt_47251.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/33397,2022-04-21,UTF-8,Unicode,1
054919,ねこぬこタムのはなし,ねこぬこタムのはなし,ねこぬこたむのはなし,,,THE TALE OF TOM KITTEN,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54919.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54919_txt_47234.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/33401,2022-04-21,UTF-8,Unicode,1
055889,パイとやきがたのはなし,パイとやきがたのはなし,はいとやきかたのはなし,,,THE TALE OF THE PIE AND THE PATTY-PAN,,NDC K726,新字新仮名,あり,2013-02-02,2022-04-21,https://www.aozora.gr.jp/cards/001505/card55889.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/55889_txt_50049.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/61966,2022-04-21,UTF-8,Unicode,1
054923,まちねずジョニーのはなし,まちねずジョニーのはなし,まちねすしよにいのはなし,,,THE TALE OF JOHNNY TOWN-MOUSE,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54923.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54923_txt_47242.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32112,2022-04-21,UTF-8,Unicode,1
054920,みずかきジェマイマのはなし,みずかきジェマイマのはなし,みすかきしえまいまのはなし,,,THE TALE OF JEMIMA PUDDLE-DUCK,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54920.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54920_txt_47236.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/34826,2022-04-21,UTF-8,Unicode,1
054918,モペットちゃんのものがたり,モペットちゃんのものがたり,もへつとちやんのものかたり,,,THE STORY OF MISS MOPPET,,NDC K726,新字新仮名,あり,2012-04-09,2022-04-21,https://www.aozora.gr.jp/cards/001505/card54918.html,001505,ポター,ビアトリクス,ポター,ビアトリクス,ほたあ,ひあとりくす,Potter,Beatrix,著者,1866-07-28,1943-12-22,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001505/files/54918_txt_47232.zip,2014-04-03,ShiftJIS,JIS X 0208,1,https://puboo.jp/book/32471,2022-04-21,UTF-8,Unicode,1
000895,大伴家持論１,おおともやかもちろんいち,おおともやかもちろんいち,1（前編）,1（ぜんぺん）,,,NDC 911,新字新仮名,あり,1999-01-07,2021-11-01,https://www.aozora.gr.jp/cards/000167/card895.html,000167,町野,修三,まちの,しゅうぞう,まちの,しゆうそう,Machino,Shuzo,著者,1943-11-18,2002-12-05,あり,大伴家持論1,短歌新聞社,1992（平成4）年3月25日,,,,,,,,,,,,,,,,,,,,,,,,,
000896,大伴家持論１,おおともやかもちろんいち,おおともやかもちろんいち,2（後編）,2（こうへん）,,,NDC 911,新字新仮名,あり,1999-02-11,2021-11-01,https://www.aozora.gr.jp/cards/000167/card896.html,000167,町野,修三,まちの,しゅうぞう,まちの,しゆうそう,Machino,Shuzo,著者,1943-11-18,2002-12-05,あり,大伴家持論1,短歌新聞社,1992（平成4）年3月25日,,,,,,,,,,,,,,,,,,,,,,,,,
057333,自由への決断,じゆうへのけつだん,しゆうへのけつたん,今日と明日を思索するミーゼスの経済学,きょうとあすをしさくするミーゼスのけいざいがく,Economic Policy: Thoughts for Today and Tomorrow,,NDC 331,新字新仮名,あり,2015-10-11,2015-08-30,https://www.aozora.gr.jp/cards/001844/card57333.html,001844,ミーゼス,ルートヴィヒ・フォン,ミーゼス,ルートヴィヒ・フォン,みいせす,るうとういひふおん,Mises,Ludwig Heinrich Edler von,著者,1881-09-29,1973-10-10,あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000750,英語対訳版草木塔抄他／Fire on the Mountain,えいごたいやくばんそうもくとうしょうほか／ファイア　オン　ザ　マウンテン,えいこたいやくはんそうもくとうしようほかふあいあおんさまうんてん,,,,,NDC 911,新字旧仮名,あり,1998-05-18,2015-08-16,https://www.aozora.gr.jp/cards/000146/card750.html,000147,三浦,久,みうら,ひさし,みうら,ひさし,Miura,Hisashi,翻訳者,1945,,あり,山頭火句集,ちくま文庫、筑摩書房,,,,山頭火全集,春陽堂書店,,山頭火文庫・句集四,春陽堂書店,,,,,,,浜野安紀子、浜野智,,http://www.lcv.ne.jp/~ibs52086/fire.zip,2015-08-16,ShiftJIS,JIS X 0208,3,http://www.lcv.ne.jp/~ibs52086/fire/,2015-08-16,UTF-8,JIS X 0208,3
048195,月の子たち,つきのこたち,つきのこたち,,,CHILDREN OF THE MOON,,NDC K933,新字新仮名,あり,2008-03-16,2014-09-21,https://www.aozora.gr.jp/cards/001279/card48195.html,001279,ミドルトン,リチャード・バラム,ミドルトン,リチャード・バラム,みとるとん,りちやあとはらむ,Middleton,Richard Barham,著者,1882-10-28,1911-12-01,なし,,,,,,,,,,,,,,,,,,,http://www.hm10.aitai.ne.jp/~reisiki/middleton/moon_child.zip,2010-11-10,ShiftJIS,JIS X 0208,1,http://www.hm10.aitai.ne.jp/~reisiki/middleton/moon_child.html,2010-11-10,ShiftJIS,JIS X 0208,1
047033,ブライトン街道にて,ブライトンかいどうにて,ふらいとんかいとうにて,,,,,NDC 933,新字新仮名,あり,2007-04-14,2014-09-21,https://www.aozora.gr.jp/cards/001279/card47033.html,001279,ミドルトン,リチャード・バラム,ミドルトン,リチャード・バラム,みとるとん,りちやあとはらむ,Middleton,Richard Barham,著者,1882-10-28,1911-12-01,なし,,,,,,,,,,,,,,,,,,,http://www.hm10.aitai.ne.jp/~reisiki/middleton/brighton_road.zip,2010-11-10,ShiftJIS,JIS X 0208,1,http://www.hm10.aitai.ne.jp/~reisiki/middleton/brighton_road.html,2010-11-10,ShiftJIS,JIS X 0208,1
052156,彼の追憶,かれのついおく,かれのついおく,R.S.の伝記,アールエスのでんき,AS I REMEMBER HIM,,NDC 289,新字新仮名,あり,2010-10-01,2014-09-21,https://www.aozora.gr.jp/cards/001493/card52156.html,001494,水上,茂樹,みなかみ,しげき,みなかみ,しけき,Minakami,Shigeki,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,,,,,,http://www.geocities.jp/minakami30jp/rs/rs.html,2010-10-04,ShiftJIS,JIS X 0208,1
000457,春と修羅,はるとしゅら,はるとしゆら,,,,,NDC 911,新字新仮名,なし,1998-10-24,2014-09-17,https://www.aozora.gr.jp/cards/000081/card457.html,000081,宮沢,賢治,みやざわ,けんじ,みやさわ,けんし,Miyazawa,Kenji,著者,1896-08-27,1933-09-21,なし,復刻初版本,関根書店、日米教育関係学会,1924（大正13）年4月20日,1995（平成7）年12月１日復刻,,,,,,,,,,,,,渡辺宏,,,,,,,http://why.kenji.ne.jp/haruto/sinla4.html,2003-01-06,ShiftJIS,JIS X 0208,2
000362,源氏物語,げんじものがたり,けんしものかたり,,,,,NDC 913,新字新仮名,なし,1998-07-21,2014-09-17,https://www.aozora.gr.jp/cards/000052/card362.html,000052,紫式部,,むらさき しきぶ,,むらさきしきふ,,Murasaki Shikibu,,著者,,,なし,日本文学全集2、3,河出書房,,,,,,,,,,,,,,,長谷悟,,,,,,,http://attic.neophilia.co.jp/aozora/genjimonogatari/htmlfiles/index.html,1998-07-21,ShiftJIS,JIS X 0208,0
057333,自由への決断,じゆうへのけつだん,しゆうへのけつたん,今日と明日を思索するミーゼスの経済学,きょうとあすをしさくするミーゼスのけいざいがく,Economic Policy: Thoughts for Today and Tomorrow,,NDC 331,新字新仮名,あり,2015-10-11,2015-08-30,https://www.aozora.gr.jp/cards/001844/card57333.html,001845,村田,稔雄,むらた,としお,むらた,としお,Murata,Toshio,翻訳者,1923,,あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000451,片山くんが行く,かたやまくんがいく,かたやまくんかいく,,,,,NDC 290 915 916,新字新仮名,あり,2000-05-27,2015-05-27,https://www.aozora.gr.jp/cards/000079/card451.html,000079,森野,光,もりの,みつる,もりの,みつる,Morino,Mitsuru,著者,,,あり,,,,,,,,,,,,,,,,,森野光,,,,,,,http://travelmate.jp/katayama.htm,2015-05-27,ShiftJIS,JIS X 0208,7
000819,田森くんは西へ,たもりくんはにしへ,たもりくんはにしへ,,,,,NDC 290 915 916,新字新仮名,あり,2000-05-27,2015-05-27,https://www.aozora.gr.jp/cards/000079/card819.html,000079,森野,光,もりの,みつる,もりの,みつる,Morino,Mitsuru,著者,,,あり,,,,,,,,,,,,,,,,,森野光,,,,,,,http://travelmate.jp/tamori.htm,2015-05-27,ShiftJIS,JIS X 0208,6
