作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
000846,トラベルメイト９５・トラベルメイト９８,トラベルメイトきゅうじゅうご・トラベルメイトきゅうじゅうはち,とらへるめいときゆうしゆうことらへるめいときゆうしゆうはち,,,,,NDC 290 914,新字新仮名,あり,2000-05-27,2015-05-27,https://www.aozora.gr.jp/cards/000079/card846.html,000079,森野,光,もりの,みつる,もりの,みつる,Morino,Mitsuru,著者,,,あり,,,,,,,,,,,,,,,,,森野光,,,,,,,http://travelmate.jp/tm95.htm,2015-05-27,ShiftJIS,JIS X 0208,6
000227,伽藍とバザール,がらんとバザール,からんとはさある,,,The Cathedral and the Bazaar,,NDC 007,新字新仮名,あり,1999-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000029/card227.html,000030,山形,浩生,やまがた,ひろお,やまかた,ひろお,Yamagata,Hiroo,翻訳者,,,あり,,,,,,,,,,,,,,,,,山形浩生,,,,,,,http://cruel.org/freeware/cathedral.html,1999-04-16,ShiftJIS,JIS X 0208,0
000648,ノウアスフィアの開墾,ノウアスフィアのかいこん,のうあすふいあのかいこん,,,Homesteading the Noosphere,,NDC 007,新字新仮名,あり,1999-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000029/card648.html,000030,山形,浩生,やまがた,ひろお,やまかた,ひろお,Yamagata,Hiroo,翻訳者,,,あり,,,,,,,,,,,,,,,,,山形浩生,,,,,,,http://cruel.org/freeware/noosphere.html,1999-04-16,ShiftJIS,JIS X 0208,0
000537,魔法のおなべ,まほうのおなべ,まほうのおなへ,,,The Magic Cauldron,,NDC 007,新字新仮名,あり,1999-10-08,2014-09-17,https://www.aozora.gr.jp/cards/000029/card537.html,000030,山形,浩生,やまがた,ひろお,やまかた,ひろお,Yamagata,Hiroo,翻訳者,,,あり,,,,,,,,,,,,,,,,,山形浩生,,,,,,,http://cruel.org/freeware/magicpot.html,1999-10-08,ShiftJIS,JIS X 0208,0
000993,窓の外,まどのそと,まとのそと,,,,,NDC 913,新字新仮名,あり,2000-03-16,2014-09-17,https://www.aozora.gr.jp/cards/000198/card993.html,000198,山本,洋,やまもと,ひろし,やまもと,ひろし,Yamamoto,Hiroshi,著者,1956,,あり,,,,,,,,,,,,,,,,,山本洋,,,,,,,http://www.cityfujisawa.ne.jp/~yow33des/mado.htm,2005-09-11,ShiftJIS,JIS X 0208,1
000995,メロディー,メロディー,めろていい,,,,,NDC 913,新字新仮名,あり,2000-03-16,2014-09-17,https://www.aozora.gr.jp/cards/000198/card995.html,000198,山本,洋,やまもと,ひろし,やまもと,ひろし,Yamamoto,Hiroshi,著者,1956,,あり,,,,,,,,,,,,,,,,,山本洋,,,,,,,http://www.cityfujisawa.ne.jp/~yow33des/melody.htm,2005-09-11,ShiftJIS,JIS X 0208,1
000968,ヘミングバードの囁き,ヘミングバードのささやき,へみんくはあとのささやき,,,,,NDC 159,新字新仮名,あり,1997-09-30,2014-09-17,https://www.aozora.gr.jp/cards/000191/card968.html,000191,山本,光夫,やまもと,みつお,やまもと,みつお,Yamamoto,Mitsuo,著者,1959,,あり,,,,,,,,,,,,,,,,,山本光夫,,,,,,,http://www.gift-box.co.jp/hemming/,2002-11-16,ShiftJIS,JIS X 0208,1
061551,官僚は減るべし、役人は増えるべし,かんりょうはへるべし、やくにんはふえるべし,かんりようはへるへしやくにんはふえるへし,,,官吏は減るべく役人は増すべきの説,「世益雑誌　三号」1880（明治13）年10月24日,NDC 317,新字新仮名,あり,2022-07-15,2022-06-25,https://www.aozora.gr.jp/cards/002225/card61551.html,002226,山本,泰弘,やまもと,やすひろ,やまもと,やすひろ,Yamamoto,Yasuhiro,翻訳者,,,あり,植木枝盛集〈第三巻〉,岩波書店,1990（平成2）年5月28日,1990（平成2）年5月28日第1刷,,,,,,,,,,,,,山本泰弘,,,,,,,http://minken.party/2019/03/09/yakunin/,2022-04-20,UTF-8,Unicode,0
061392,東洋大日本国国憲案（日本国国憲案）,とうようだいにほんこくこっけんあん（にほんこくこっけんあん）,とうようたいにほんこくこつけんあんにほんこくこつけんあん,,,東洋大日本国国憲案（日本国国憲案）,,NDC 323,新字新仮名,あり,2022-05-03,2022-04-26,https://www.aozora.gr.jp/cards/002225/card61392.html,002226,山本,泰弘,やまもと,やすひろ,やまもと,やすひろ,Yamamoto,Yasuhiro,翻訳者,,,あり,植木枝盛集　第六巻,岩波書店,1991（平成3）年3月28日,1991（平成3）年3月28日第1刷,,,,,,,,,,,,,山本泰弘,,,,,,,http://minken.party/2017/04/27/remaster01/,2022-02-08,UTF-8,Unicode,0
061293,人をサル化する政府,ひとをサルかするせいふ,ひとをさるかするせいふ,,,猿人君主（猿人政府）,「郵便報知新聞」1876（明治9）年2月15日,NDC 312,新字新仮名,あり,2022-01-23,2021-12-26,https://www.aozora.gr.jp/cards/002225/card61293.html,002226,山本,泰弘,やまもと,やすひろ,やまもと,やすひろ,Yamamoto,Yasuhiro,翻訳者,,,あり,植木枝盛集〈第三巻〉,岩波書店,1990（平成2）年5月28日,1990（平成2）年5月28日第1刷,,,,,,,,,,,,,山本泰弘,,,,,,,http://minken.party/2019/01/20/saru/,2021-12-01,UTF-8,Unicode,0
002276,『清貧譚』英訳版　A Tale of Honorable Poverty,『せいひんたん』えいやくばん　ア　テイル　オブ　オノラブル　ポバティ,せいひんたんえいやくはんあているおふおのらふるほはてい,,,,,NDC 913,その他,あり,2000-01-03,2014-09-17,https://www.aozora.gr.jp/cards/000035/card2276.html,000100,山本,ゆうじ,やまもと,ゆうじ,やまもと,ゆうし,Yamamoto,Yuji,翻訳者,,,あり,太宰治全集　第四巻,筑摩書房,1989年,,,,,,,,,,,,,,,,http://cosmoshouse.com/works/,2004-12-02,ShiftJIS,JIS X 0208,1,http://cosmoshouse.com/works/,2004-12-02,ShiftJIS,JIS X 0208,1
000004,日常生活の美学－モダニズムと『いき』,にちじょうせいかつのびがく－モダニズムと『いき』,にちしようせいかつのひかくもたにすむといき,,,,,NDC 701,新字新仮名,あり,2000-01-20,2014-09-17,https://www.aozora.gr.jp/cards/000100/card4.html,000100,山本,ゆうじ,やまもと,ゆうじ,やまもと,ゆうし,Yamamoto,Yuji,著者,,,あり,,,,,,,,,,,,,,,,,山本ゆうじ,,,,,,,http://cosmoshouse.com/works/papers/aes-every-j.htm,2009-11-28,ShiftJIS,JIS X 0208,2
004828,魔女のパン,まじょのパン,ましよのはん,,,Witches' Loaves,,NDC K933,新字新仮名,あり,2002-10-16,2014-09-17,https://www.aozora.gr.jp/cards/000097/card4828.html,000100,山本,ゆうじ,やまもと,ゆうじ,やまもと,ゆうし,Yamamoto,Yuji,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,http://cosmoshouse.com/works/loaves/loaves.zip,2009-11-28,ShiftJIS,JIS X 0208,2,http://cosmoshouse.com/works/loaves/loaves.htm,2009-11-28,ShiftJIS,JIS X 0208,2
000535,まだらの紐をめぐる冒険,まだらのひもをめぐるぼうけん,またらのひもをめくるほうけん,,,The Adventure of the Speckled Band,,NDC K933,新字新仮名,あり,2000-03-02,2014-09-17,https://www.aozora.gr.jp/cards/000009/card535.html,000100,山本,ゆうじ,やまもと,ゆうじ,やまもと,ゆうし,Yamamoto,Yuji,翻訳者,,,あり,,,,,,,,,,,,,,,,,,,,,,,,http://cosmoshouse.com/works/speckled/madara.htm,2009-11-28,ShiftJIS,JIS X 0208,2
000608,モウグリの兄弟たち,モウグリのきょうだいたち,もうくりのきようたいたち,,,Mowgri's Brothers,,NDC K933,新字新仮名,あり,2000-04-21,2014-09-17,https://www.aozora.gr.jp/cards/000114/card608.html,000100,山本,ゆうじ,やまもと,ゆうじ,やまもと,ゆうし,Yamamoto,Yuji,翻訳者,,,あり,"""The Project Gutenberg Etext of The Jungle Book by Kipling"" Jnglb10.zip および Rudyard Kipling, ""The Jungle Books,"" Penguin Polular Classics ed.,London: Penguin Books, 1994, First published in 1894.",,,,,,,,,,,,,,,,,,http://cosmoshouse.com/works/jungle/jungle.zip,2009-11-28,ShiftJIS,JIS X 0208,3,http://cosmoshouse.com/works/jungle/jungle.htm,2009-11-28,ShiftJIS,JIS X 0208,4
000536,賢者の贈り物,けんじゃのおくりもの,けんしやのおくりもの,,,The Gift of Magi,,NDC K933,新字新仮名,あり,1999-12-09,2014-09-17,https://www.aozora.gr.jp/cards/000097/card536.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/magi.html,1999-12-09,ShiftJIS,JIS X 0208,0
002232,幸福の王子,こうふくのおうじ,こうふくのおうし,,,The Happy Prince,,NDC K933,新字新仮名,あり,2000-11-01,2014-09-17,https://www.aozora.gr.jp/cards/000332/card2232.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/prince.html,2000-11-01,ShiftJIS,JIS X 0208,0
000532,最後の一枚の葉,さいごのいちまいのは,さいこのいちまいのは,,,The Last Leaf,,NDC K933,新字新仮名,あり,2000-01-11,2014-09-17,https://www.aozora.gr.jp/cards/000097/card532.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/leaf.html,2000-01-11,ShiftJIS,JIS X 0208,0
002248,自由か著作権か？,じゆうかちょさくけんか？,しゆうかちよさくけんか,,,Freedom-Or Copyright?,,NDC 007 021,新字新仮名,あり,2000-11-03,2014-09-17,https://www.aozora.gr.jp/cards/000335/card2248.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/gnu/frcp.html,2000-11-03,ShiftJIS,JIS X 0208,0
002247,マッチ売りの少女,マッチうりのしょうじょ,まつちうりのしようしよ,,,The Little Match Girl,,NDC K949,新字新仮名,あり,2000-11-02,2014-09-17,https://www.aozora.gr.jp/cards/000019/card2247.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/match.html,2000-11-02,ShiftJIS,JIS X 0208,0
002292,マルチン・ルターの小信仰問答書,マルチン・ルターのしょうしんこうもんどうしょ,まるちんるたあのしようしんこうもんとうしよ,,,Luthers Little InstructionBook(The Small Catechism of Martin Luther),,NDC 198,新字新仮名,あり,2000-05-12,2014-09-17,https://www.aozora.gr.jp/cards/000339/card2292.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/smallct.html,2000-05-12,ShiftJIS,JIS X 0208,0
002233,わがままな大男,わがままなおおおとこ,わかままなおおおとこ,,,The Selfish Giant,,NDC 933,新字新仮名,あり,2000-11-01,2014-09-17,https://www.aozora.gr.jp/cards/000332/card2233.html,000098,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,翻訳者,1963,,あり,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/selfish.html,2000-11-01,ShiftJIS,JIS X 0208,0
000362,源氏物語,げんじものがたり,けんしものかたり,,,,,NDC 913,新字新仮名,なし,1998-07-21,2014-09-17,https://www.aozora.gr.jp/cards/000052/card362.html,000885,与謝野,晶子,よさの,あきこ,よさの,あきこ,Yosano,Akiko,翻訳者,1878-12-07,1942-05-29,なし,日本文学全集2、3,河出書房,,,,,,,,,,,,,,,長谷悟,,,,,,,http://attic.neophilia.co.jp/aozora/genjimonogatari/htmlfiles/index.html,1998-07-21,ShiftJIS,JIS X 0208,0
000547,みだれ髪（昭和8年）,みだれがみ（しょうわはちねん）,みたれかみしようわはちねん,,,,,NDC 911,旧字旧仮名,なし,1997-07-07,2014-09-17,https://www.aozora.gr.jp/cards/000885/card547.html,000885,与謝野,晶子,よさの,あきこ,よさの,あきこ,Yosano,Akiko,著者,1878-12-07,1942-05-29,なし,與謝野晶子全集　第一卷,改造社,1933（昭和8）年9月12日,,,,,,,,,,,,,,岡島昭浩,,http://www.let.osaka-u.ac.jp/~okajima/bungaku.htm,2003-03-01,ShiftJIS,JIS X 0208,1,,,,,
000548,みだれ髪（明治34年）,みだれがみ（めいじさんじゅうよねん）,みたれかみめいしさんしゆうよねん,,,,,NDC 911,旧字旧仮名,なし,1997-07-07,2014-09-17,https://www.aozora.gr.jp/cards/000885/card548.html,000885,与謝野,晶子,よさの,あきこ,よさの,あきこ,Yosano,Akiko,著者,1878-12-07,1942-05-29,なし,みだれ髪,名著複刻全集、近代文学館,1968（昭和43）年12月,,,,,,,,,,,,,,岡島昭浩,,http://www.let.osaka-u.ac.jp/~okajima/bungaku.htm,2003-03-01,ShiftJIS,JIS X 0208,1,,,,,
058044,天涯から来たる色,てんがいからきたるいろ,てんかいからきたるいろ,,,The Colour Out of Space,,NDC 933,新字新仮名,あり,2017-03-15,2017-01-20,https://www.aozora.gr.jp/cards/001699/card58044.html,001699,ラヴクラフト,ハワード・フィリップス,ラヴクラフト,ハワード・フィリップス,らうくらふと,はわあとふいりつふす,Lovecraft,Howard Phillips,著者,1890-08-20,1937-03-15,なし,,,,,,,,,,,,,,,,,枯葉,,"http://www1.bbiq.jp/kareha/trans/txt/colour_out_of_space,_the.zip",2016-08-24,ShiftJIS,JIS X 0208,0,"http://www1.bbiq.jp/kareha/trans/html/colour_out_of_space,_the.html",2016-08-24,UTF-8,Unicode,0
002258,お日様のあるうちに,おひさまのあるうちに,おひさまのあるうちに,,,While the Sun Shines,,NDC 932,新字新仮名,あり,1999-06-07,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2258.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-06-07,ShiftJIS,JIS X 0208,0
002260,蠱惑草,こわくそう,こわくそう,,,Love in Idleness,,NDC 932,新字新仮名,あり,1999-06-12,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2260.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-06-12,ShiftJIS,JIS X 0208,0
002268,シルヴィアって誰？,シルヴィアってだれ？,しるういあつてたれ,,,,,NDC 932,新字新仮名,あり,1999-06-19,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2268.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-06-19,ShiftJIS,JIS X 0208,0
002283,椿姫,つばきひめ,つはきひめ,,,Variation on a Theme,,NDC 932,新字新仮名,あり,1999-08-19,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2283.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-08-19,ShiftJIS,JIS X 0208,0
002286,涙なしのフランス語,なみだなしのフランスご,なみたなしのふらんすこ,,,French without Tears,,NDC 932,新字新仮名,あり,1999-05-20,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2286.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-05-20,ShiftJIS,JIS X 0208,0
002287,眠りの森の王子,ねむりのもりのおうじ,ねむりのもりのおうし,,,The Sleeping Prince,,NDC 932,新字新仮名,あり,1999-07-07,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2287.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-07-07,ShiftJIS,JIS X 0208,0
002290,深く青い海,ふかくあおいうみ,ふかくあおいうみ,,,Deep Blue Sea,,NDC 932,新字新仮名,あり,1999-06-25,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2290.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-06-25,ShiftJIS,JIS X 0208,0
002291,炎の道,ほのおのみち,ほのおのみち,,,Flare Path,,NDC 932,新字新仮名,あり,1999-05-27,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2291.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-05-27,ShiftJIS,JIS X 0208,0
002293,銘々のテーブル,めいめいのテーブル,めいめいのてえふる,,,The Separate Tables,,NDC 932,新字新仮名,あり,1999-07-21,2014-09-17,https://www.aozora.gr.jp/cards/000336/card2293.html,000336,ラティガン,テレンス,ラティガン,テレンス,らていかん,てれんす,Rattigan,Terence,著者,1911-06-10,1977-11-30,あり,,,,,,,,,,,,,,,,,能美武功,,,,,,,http://www.01.246.ne.jp/~tnoumi/noumi1/eng.html,1999-07-21,ShiftJIS,JIS X 0208,0
054928,サンタクロースがやってきた,サンタクロースがやってきた,さんたくろおすかやつてきた,,,ACCOUNT OF VISIT FROM ST. NICHOLAS,,NDC K726,新字新仮名,あり,2012-04-25,2022-04-21,https://www.aozora.gr.jp/cards/001688/card54928.html,001688,リヴィングストン・ジュニア,ヘンリー,リヴィングストン・ジュニア,ヘンリー,りういんくすとんしゆにあ,へんりい,"Livingston, Jr.",Henry,著者,1748-10-13,1828-02-29,なし,,,,,,,,,,,,,,,,,大久保ゆう,,https://www.aozora.gr.jp/cards/001688/files/54928_txt_53429.zip,2014-05-03,ShiftJIS,JIS X 0208,0,https://puboo.jp/book/39346,2022-04-21,UTF-8,Unicode,1
060545,リンカーン　ゲティスバーグ演説,リンカーン　ゲティスバーグえんぜつ,りんかあんけていすはあくえんせつ,1863.11.19　アメリカ　ペンシルバニア ゲティスバーグ近くの戦場にて,1863.11.19　アメリカ　ペンシルバニア ゲティスバーグちかくのせんじょうにて,,,NDC 253 312,新字新仮名,あり,2020-11-19,2020-10-25,https://www.aozora.gr.jp/cards/002161/card60545.html,002161,リンカーン,エイブラハム,リンカーン,エイブラハム,りんかあん,えいふらはむ,Lincoln,Abraham,著者,1809-02-12,1865-04-15,なし,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/qoVFjQKD#aeJGvJ7X_Uo_j6vTVhfCptc9bVZShTeJxBqBaMZvBUs,2020-04-13,UTF-8,Unicode,0,,,,,
060546,リンカーン大統領第一期就任演説　1861年３月４日月曜日,リンカーンだいとうりょうだいいっきしゅうにんえんぜつ　せんはっぴゃくろくじゅういちねんさんがつよっかげつようび,りんかあんたいとうりようたいいつきしゆうにんえんせつせんはつひやくろくしゆういちねんさんかつよつかけつようひ,,,,,NDC 253 312,新字新仮名,あり,2021-03-04,2021-02-25,https://www.aozora.gr.jp/cards/002161/card60546.html,002161,リンカーン,エイブラハム,リンカーン,エイブラハム,りんかあん,えいふらはむ,Lincoln,Abraham,著者,1809-02-12,1865-04-15,なし,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/XwFRBSbI#kj-uVT9dAfxW_djrtLu2uM2JsgtEjG0sgR_jjhmyttk,2020-04-13,UTF-8,Unicode,0,,,,,
060547,リンカーン大統領第二期就任演説　1865年３月４日,リンカーンだいとうりょうだいにきしゅうにんえんぜつ　せんはっぴゃくろくじゅうごねんさんがつよっか,りんかあんたいとうりようたいにきしゆうにんえんせつせんはつひやくろくしゆうこねんさんかつよつか,,,,,NDC 253 312,新字新仮名,あり,2021-03-04,2021-02-25,https://www.aozora.gr.jp/cards/002161/card60547.html,002161,リンカーン,エイブラハム,リンカーン,エイブラハム,りんかあん,えいふらはむ,Lincoln,Abraham,著者,1809-02-12,1865-04-15,なし,,,,,,,,,,,,,,,,,加藤　光一,,https://mega.nz/file/z4MVTSoR#TajX5MZvymNPfxGv1YO1YfkUNme3Nb6Ojyu1ceEMUZI,2020-04-13,UTF-8,Unicode,0,,,,,
002292,マルチン・ルターの小信仰問答書,マルチン・ルターのしょうしんこうもんどうしょ,まるちんるたあのしようしんこうもんとうしよ,,,Luthers Little InstructionBook(The Small Catechism of Martin Luther),,NDC 198,新字新仮名,あり,2000-05-12,2014-09-17,https://www.aozora.gr.jp/cards/000339/card2292.html,000339,ルター,マルチン,ルター,マルチン,るたあ,まるちん,Luther,Martin,著者,1483-11-10,1546-02-18,なし,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/smallct.html,2000-05-12,ShiftJIS,JIS X 0208,0
000227,伽藍とバザール,がらんとバザール,からんとはさある,,,The Cathedral and the Bazaar,,NDC 007,新字新仮名,あり,1999-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000029/card227.html,000029,レイモンド ,エリック,レイモンド ,エリック,れいもんと,えりつく,Raymond,Eric,著者,,,あり,,,,,,,,,,,,,,,,,山形浩生,,,,,,,http://cruel.org/freeware/cathedral.html,1999-04-16,ShiftJIS,JIS X 0208,0
000648,ノウアスフィアの開墾,ノウアスフィアのかいこん,のうあすふいあのかいこん,,,Homesteading the Noosphere,,NDC 007,新字新仮名,あり,1999-04-16,2014-09-17,https://www.aozora.gr.jp/cards/000029/card648.html,000029,レイモンド ,エリック,レイモンド ,エリック,れいもんと,えりつく,Raymond,Eric,著者,,,あり,,,,,,,,,,,,,,,,,山形浩生,,,,,,,http://cruel.org/freeware/noosphere.html,1999-04-16,ShiftJIS,JIS X 0208,0
000537,魔法のおなべ,まほうのおなべ,まほうのおなへ,,,The Magic Cauldron,,NDC 007,新字新仮名,あり,1999-10-08,2014-09-17,https://www.aozora.gr.jp/cards/000029/card537.html,000029,レイモンド ,エリック,レイモンド ,エリック,れいもんと,えりつく,Raymond,Eric,著者,,,あり,,,,,,,,,,,,,,,,,山形浩生,,,,,,,http://cruel.org/freeware/magicpot.html,1999-10-08,ShiftJIS,JIS X 0208,0
002232,幸福の王子,こうふくのおうじ,こうふくのおうし,,,The Happy Prince,,NDC K933,新字新仮名,あり,2000-11-01,2014-09-17,https://www.aozora.gr.jp/cards/000332/card2232.html,000332,ワイルド,オスカー,ワイルド,オスカー,わいると,おすかあ,Wilde,Oscar,著者,1854-10-16,1900-11-30,なし,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/prince.html,2000-11-01,ShiftJIS,JIS X 0208,0
002233,わがままな大男,わがままなおおおとこ,わかままなおおおとこ,,,The Selfish Giant,,NDC 933,新字新仮名,あり,2000-11-01,2014-09-17,https://www.aozora.gr.jp/cards/000332/card2233.html,000332,ワイルド,オスカー,ワイルド,オスカー,わいると,おすかあ,Wilde,Oscar,著者,1854-10-16,1900-11-30,なし,,,,,,,,,,,,,,,,,結城浩,,,,,,,http://www.hyuki.com/trans/selfish.html,2000-11-01,ShiftJIS,JIS X 0208,0
